date,"M2 growth, YoY % (18m earlier)","CPI inflation, YoY %"
1990-10-01,3.2675920835623984,6.379585326953752
1990-11-01,2.9214788491765287,6.195393169181873
1990-12-01,3.048656005444017,6.254948535233562
1991-01-01,3.5728827361563686,5.647058823529405
1991-02-01,4.149588428576267,5.312500000000009
1991-03-01,4.588800216420941,4.821150855365497
1991-04-01,5.021245025966148,4.809930178432875
1991-05-01,5.143777472066557,5.034856700232382
1991-06-01,5.507226980728053,4.695919938414161
1991-07-01,5.853837924578786,4.367816091954024
1991-08-01,6.251671569938488,3.7993920972644313
1991-09-01,6.345660075360948,3.396226415094339
1991-10-01,6.511395774413575,2.8485757121439192
1991-11-01,6.281331961090286,3.0665669409125185
1991-12-01,6.141451495740613,2.980625931445613
1992-01-01,5.641277641277642,2.672605790645899
1992-02-01,5.447863136668185,2.8189910979228294
1992-03-01,5.23133628633321,3.189910979228472
1992-04-01,4.652730950775452,3.1828275351591495
1992-05-01,4.123053357161099,3.0235988200590036
1992-06-01,3.7768757531553288,3.0147058823529305
1992-07-01,3.8246533809177974,3.1571218795888534
1992-08-01,3.9456296016613157,3.0746705710102518
1992-09-01,4.1326978552615135,2.9927007299270114
1992-10-01,4.082843933524938,3.279883381924198
1992-11-01,4.445069190641293,3.1204644412191396
1992-12-01,4.2991351956697565,2.966714905933454
1993-01-01,4.0778987192606975,3.2537960954446943
1993-02-01,3.482310847907222,3.2467532467532534
1993-03-01,3.0816972378406637,3.0194104960460155
1993-04-01,3.0927835051546504,3.1563845050215145
1993-05-01,3.1567978423439946,3.2211882605583497
1993-06-01,3.0710466004583603,2.9978586723768963
1993-07-01,2.844192979254112,2.8469750889679624
1993-08-01,2.8968398111151483,2.840909090909083
1993-09-01,2.4721469436916665,2.7639971651311157
1993-10-01,2.0198685434736907,2.752293577981657
1993-11-01,1.6598875463572194,2.7445460942997935
1993-12-01,1.2288236697685528,2.8109627547435068
1994-01-01,1.1232942017758152,2.450980392156854
1994-02-01,1.3025335320417275,2.515723270440251
1994-03-01,1.6512667660208757,2.6517794836008246
1994-04-01,1.9017857142857197,2.364394993045882
1994-05-01,1.815318794937304,2.288488210818307
1994-06-01,1.5505484731692887,2.494802494802495
1994-07-01,1.1239610754532725,2.69896193771626
1994-08-01,0.42655840908423226,2.900552486187835
1994-09-01,0.22920278569540375,2.965517241379323
1994-10-01,0.33831489762297107,2.609890109890123
1994-11-01,1.1297108058015315,2.602739726027403
1994-12-01,1.4348850913376454,2.597402597402576
1995-01-01,1.4143021302925884,2.8708133971291794
1995-02-01,1.379939388589757,2.862985685071595
1995-03-01,1.2373915083274678,2.7872195785180187
1995-04-01,0.9638131954788465,3.125000000000022
1995-05-01,1.2781230850039238,3.1186440677966054
1995-06-01,1.4509677984410052,3.0425963488843744
1995-07-01,1.6350288104361121,2.8301886792452713
1995-08-01,1.7956529380748654,2.6174496644295386
1995-09-01,2.0024040575800983,2.54521098459477
1995-10-01,2.046500718327615,2.7443105756358666
1995-11-01,1.5679999999999916,2.603471295060067
1995-12-01,1.077642548000135,2.5316455696202667
1996-01-01,1.342281879194629,2.7906976744185963
1996-02-01,1.160900859066638,2.717031146454607
1996-03-01,0.9876614725134569,2.8439153439153486
1996-04-01,0.8070814891955269,2.832674571805005
1996-05-01,0.49269599792549634,2.827087442472065
1996-06-01,0.3366906474820075,2.8215223097112663
1996-07-01,0.5007482445032796,2.8833551769331667
1996-08-01,0.4057437196051783,2.8122956180510084
1996-09-01,0.3075419636698218,3.0045721750489918
1996-10-01,0.5085476224680363,3.0618892508143203
1996-11-01,0.9652288480265669,3.2530904359141077
1996-12-01,2.0001149491350123,3.378817413905133
1997-01-01,2.276310885582422,3.0381383322559907
1997-02-01,2.96362175809044,3.0322580645161246
1997-03-01,3.3326641236699484,2.7652733118971096
1997-04-01,3.710399449035795,2.434336963484962
1997-05-01,3.801823499053847,2.237851662404089
1997-06-01,4.104167264175307,2.233567326100827
1997-07-01,4.444189908939933,2.165605095541401
1997-08-01,4.918032786885251,2.2900763358778775
1997-09-01,5.601879710020352,2.21940393151554
1997-10-01,5.665770967926376,2.0859671302149163
1997-11-01,5.265098862443618,1.8903591682419618
1997-12-01,4.899419620217493,1.6970458830924073
1998-01-01,4.7652417659425295,1.6311166875784044
1998-02-01,4.324444815960327,1.440200375704448
1998-03-01,4.199394931860434,1.3767209011263937
1998-04-01,4.407736365900239,1.4383989993745905
1998-05-01,4.836482156667765,1.6885553470919357
1998-06-01,5.20414347897955,1.6229712858926382
1998-07-01,5.115973021878606,1.74563591022443
1998-08-01,5.0316870629370625,1.6169154228855787
1998-09-01,4.7240462365007785,1.4267990074441794
1998-10-01,4.8533708473109005,1.4860681114551078
1998-11-01,4.845446950710119,1.4842300556586308
1998-12-01,4.936481078613042,1.606922126081578
1999-01-01,5.014046822742468,1.6666666666666607
1999-02-01,5.704975828637049,1.6666666666666607
1999-03-01,5.846784934207028,1.7283950617283939
1999-04-01,5.811734775003963,2.281134401972884
1999-05-01,5.783164273481756,2.091020910209096
1999-06-01,5.6118574383952735,1.9656019656019597
1999-07-01,5.769431403234226,2.1446078431372584
1999-08-01,6.301690507152147,2.2643818849449104
1999-09-01,6.552662261951014,2.629969418960254
1999-10-01,6.788275968832225,2.56253813300793
1999-11-01,7.078781647603116,2.6203534430225606
1999-12-01,7.128048936551412,2.676399026763998
2000-01-01,7.146678896277603,2.792956891317555
2000-02-01,6.862571695681852,3.2179720704310855
2000-03-01,7.4137453758462035,3.762135922330101
2000-04-01,7.901921005835644,3.013863773357439
2000-05-01,8.264009962640095,3.1325301204819134
2000-06-01,8.49243739151997,3.7349397590361377
2000-07-01,8.54458473071611,3.5992801439711952
2000-08-01,8.230372128299845,3.3512866546977715
2000-09-01,7.725415815582171,3.45649582836709
2000-10-01,7.755683877358721,3.4503271861986873
2000-11-01,7.729422213687309,3.444180522565321
2000-12-01,7.752771406727832,3.4360189573459543
2001-01-01,7.899367479906805,3.7212049616065945
2001-02-01,7.6679355921783765,3.529411764705892
2001-03-01,7.056673617130937,2.9824561403508643
2001-04-01,6.608328304164157,3.2182562902282053
2001-05-01,6.0987393024753755,3.5630841121495394
2001-06-01,6.024454348074504,3.193960511033689
2001-07-01,6.006770111547821,2.7214823393167498
2001-08-01,5.7644053620272695,2.7214823393167498
2001-09-01,6.297826234170789,2.5921658986175045
2001-10-01,6.87235139801341,2.127659574468077
2001-11-01,6.0072639764700675,1.894374282433997
2001-12-01,5.891221924125856,1.603665521191311
2002-01-01,5.637341325810974,1.1958997722095743
2002-02-01,5.8591004919184675,1.1363636363636465
2002-03-01,6.267644162380992,1.3628620102214661
2002-04-01,6.06370702606196,1.643990929705219
2002-05-01,5.869598213317739,1.2408347433727984
2002-06-01,6.212411890237335,1.0692177827799743
2002-07-01,6.658665695120125,1.465614430665152
2002-08-01,7.185756727296044,1.747463359639223
2002-09-01,7.710602875284023,1.516002245929271
2002-10-01,7.7941423296408185,2.0270270270270174
2002-11-01,8.021019442984766,2.2535211267605604
2002-12-01,8.511662967460953,2.4802705749718212
2003-01-01,8.732840989694179,2.757456387169399
2003-02-01,8.795950543523357,3.146067415730336
2003-03-01,10.296752404291688,3.025210084033625
2003-04-01,9.701523176089012,2.175125488008911
2003-05-01,10.34080203170442,1.8941504178273005
2003-06-01,10.407322468694824,1.948775055679297
2003-07-01,9.701012698923005,2.055555555555544
2003-08-01,9.441863247522386,2.216066481994461
2003-09-01,8.430266945309729,2.378318584070782
2003-10-01,7.072928628427966,2.041942604856528
2003-11-01,7.6083360899768415,1.9283746556473913
2003-12-01,7.1975763657063485,2.0352035203520247
2004-01-01,7.398311588641593,2.026286966046009
2004-02-01,7.5146823278163355,1.688453159041381
2004-03-01,5.73199648985232,1.7400761283306032
2004-04-01,6.798278443113781,2.2925764192139875
2004-05-01,6.877030162412989,2.8977583378895444
2004-06-01,6.229664895865872,3.1676679410158393
2004-07-01,6.438200600776622,2.939575394665228
2004-08-01,6.530136287442612,2.5474254742547275
2004-09-01,6.663878686497693,2.5391680172879516
2004-10-01,7.336447748713937,3.1909140075716547
2004-11-01,7.9003996311097335,3.621621621621607
2004-12-01,8.075171457887054,3.3423180592991875
2005-01-01,8.089181077604678,2.8448738593666034
2005-02-01,8.308947415092671,3.0530262453133394
2005-03-01,7.365484115912357,3.2068412613575736
2005-04-01,6.358523294727791,3.3617929562433257
2005-05-01,5.514067384508503,2.869287991498415
2005-06-01,5.096037376708784,2.541026998411855
2005-07-01,4.6497220835986175,3.067160232681121
2005-08-01,4.684613805842508,3.6469344608879517
2005-09-01,4.943490786355964,4.741833508956805
2005-10-01,4.972141780555139,4.350104821802936
2005-11-01,5.198592257415791,3.3385498174230532
2005-12-01,4.5870184380153,3.3385498174230532
2006-01-01,3.9980827713870237,4.018789144050117
2006-02-01,3.4501391845423335,3.63825363825363
2006-03-01,4.478618421052638,3.4179181771103018
2006-04-01,5.101973575829466,3.613835828600931
2006-05-01,5.444819356431574,3.9772727272727293
2006-06-01,5.775911747756646,4.1817243159525175
2006-07-01,5.732326969562429,4.104669061056954
2006-08-01,5.179146176090965,3.926568077511483
2006-09-01,4.715494696489775,2.012072434607637
2006-10-01,4.241348713398407,1.4063284781516971
2006-11-01,3.2402982221372723,1.9687026754164672
2006-12-01,3.724937493032665,2.5239777889954462
2007-01-01,4.017608823482677,2.075765178123423
2007-02-01,4.099593206388397,2.420260782347028
2007-03-01,4.059946790926117,2.798197295943927
2007-04-01,4.139563316039441,2.5929247633283525
2007-05-01,3.9695299939122464,2.709885742672613
2007-06-01,4.095387824354391,2.692765113974227
2007-07-01,4.642373909392061,2.3178905864958077
2007-08-01,4.899265265545161,1.897448478900876
2007-09-01,4.9685105326838785,2.8338264299802685
2007-10-01,5.337852477791194,3.610698365527476
2007-11-01,5.170817516896564,4.373267326732666
2007-12-01,5.232451022538842,4.108813392417532
2008-01-01,5.362790484484581,4.294695655165981
2008-02-01,5.317256374777624,4.142959270611968
2008-03-01,5.1828991558500626,3.9749035501344343
2008-04-01,5.38982540638171,3.9037609759888126
2008-05-01,5.655646638440981,4.088413823123993
2008-06-01,5.860274546161448,4.935966105947864
2008-07-01,5.754711372688903,5.497512078341837
2008-08-01,5.609275740030495,5.308017162091239
2008-09-01,5.878615023127276,4.953319875136075
2008-10-01,6.370568443941638,3.7310578899565128
2008-11-01,6.47622401220711,1.0999174706166848
2008-12-01,6.370002918004092,-0.02222800255385904
2009-01-01,6.173054335058947,-0.11358601902212717
2009-02-01,6.794294294294301,0.008463140671510772
2009-03-01,6.6304222759176135,-0.4464787676623838
2009-04-01,6.0967424058496755,-0.5763244243767063
2009-05-01,5.921305045969327,-1.015761495855172
2009-06-01,5.698303504583779,-1.2291746182109153
2009-07-01,5.593344201472816,-1.9587610037622771
2009-08-01,6.567674813163404,-1.4838355663267633
2009-09-01,6.981450723686966,-1.377942862886472
2009-10-01,6.512520891172535,-0.22396829420033848
2009-11-01,6.4929517300299056,1.9145871744709275
2009-12-01,6.264230653169833,2.8141231232083674
2010-01-01,6.461525854298111,2.6211113889767157
2010-02-01,5.5671218061376315,2.151336357866529
2010-03-01,6.201947719118395,2.2861714393279886
2010-04-01,7.367074976443666,2.2067707525304403
2010-05-01,7.697880332707263,2.003548929218568
2010-06-01,9.626204444919617,1.1215605940686268
2010-07-01,10.256068994889267,1.3407784804821077
2010-08-01,9.399628962014672,1.1501775395112546
2010-09-01,9.33606439744812,1.1183122472331775
2010-10-01,8.802552065772762,1.1666951489314625
2010-11-01,9.375930023420409,1.084544776600338
2010-12-01,9.236766357311566,1.437793022217937
2011-01-01,8.62615299747269,1.7007834915029774
2011-02-01,8.418707099682422,2.124898173333145
2011-03-01,7.481965047754535,2.619241510354109
2011-04-01,6.430299763048031,3.0772344447868694
2011-05-01,6.105035003363302,3.4589718808964998
2011-06-01,3.749847616725588,3.5023181506360412
2011-07-01,2.280244320513747,3.5798809769996165
2011-08-01,2.510012387698879,3.75499603070808
2011-09-01,1.652646023506943,3.812621692818685
2011-10-01,1.955853257371687,3.5222681306640524
2011-11-01,1.882194276520499,3.451432214581729
2011-12-01,1.9863167472143228,3.062066838419386
2012-01-01,2.066774532613702,3.0087663379855023
2012-02-01,2.6493586260659896,2.8981784423473878
2012-03-01,3.0356741938152076,2.5828752813320977
2012-04-01,3.3053762427554867,2.2731633741348567
2012-05-01,3.1979713309618463,1.7379429374660749
2012-06-01,3.6589664653490894,1.653870448297634
